book,chunk,text
Col,5,⸀ὑμεῖς εἰς ὁ μερίς ὁ κλῆρος ὁ ἅγιος ἐν ὁ φῶς ὅς ῥύομαι ἡμεῖς ἐκ ὁ ἐξουσία ὁ σκότος καί μεθίστημι εἰς ὁ βασιλεία ὁ υἱός ὁ ἀγάπη αὐτός ἐν ὅς ἔχω ὁ ἀπολύτρωσις ὁ ἄφεσις ὁ ἁμαρτία · ὅς εἰμί εἰκών ὁ θεός ὁ ἀόρατος πρωτότοκος πᾶς κτίσις ὅτι
Col,6,ἐν αὐτός κτίζω ὁ ⸀πᾶς ἐν ὁ οὐρανός ⸀καὶ ἐπί ὁ γῆ ὁ ὁρατός καί ὁ ἀόρατος εἴτε θρόνος εἴτε κυριότης εἴτε ἀρχή εἴτε ἐξουσία · ὁ πᾶς διὰ αὐτός καί εἰς αὐτός κτίζω · καί αὐτός εἰμί πρό πᾶς καί ὁ πᾶς ἐν αὐτός συνίστημι καί αὐτός εἰμί ὁ
Col,7,κεφαλή ὁ σῶμα ὁ ἐκκλησία · ὅς ⸀ἐστιν ἀρχή πρωτότοκος ἐκ ὁ νεκρός ἵνα γίγνομαι ἐν πᾶς αὐτός πρωτεύω ὅτι ἐν αὐτός εὐδοκέω πᾶς ὁ πλήρωμα κατοικέω καί διὰ αὐτός ἀποκαταλλάσσω ὁ πᾶς εἰς αὐτός εἰρηνοποιέω διά ὁ αἷμα ὁ σταυρός αὐτός ⸂[δι ά αὐτοῦ]⸃ εἴτε ὁ ἐπί ὁ γῆ
Col,8,εἴτε ὁ ⸀ἐν ὁ οὐρανός · καί ὑμεῖς ποτε εἰμί ἀπαλλοτριόω καί ἐχθρός ὁ διάνοια ἐν ὁ ἔργον ὁ πονηρός — νυνί δέ ⸀ἀποκατηλλάγητε ἐν ὁ σῶμα ὁ σάρξ αὐτός διά ὁ θάνατος — παρίστημι ὑμεῖς ἅγιος καί ἄμωμος καί ἀνέγκλητος κατενώπιον αὐτός εἰ γε ἐπιμένω ὁ πίστις θεμελιόω καί
Col,9,ἑδραῖος καί μή μετακινέω ἀπό ὁ ἐλπίς ὁ εὐαγγέλιον ὅς ἀκούω ὁ κηρύσσω ἐν ⸀πᾶς κτίσις ὁ ὑπό ὁ οὐρανός ὅς γίγνομαι ἐγώ παῦλος διάκονος νῦν χαίρω ἐν ὁ πάθημα ὑπέρ ὑμεῖς καί ἀνταναπληρόω ὁ ὑστέρημα ὁ θλῖψις ὁ χριστός ἐν ὁ σάρξ ἐγώ ὑπέρ ὁ σῶμα αὐτός ὅς εἰμί
Col,10,"ὁ ἐκκλησία ὅς γίγνομαι ἐγώ διάκονος κατά ὁ οἰκονομία ὁ θεός ὁ δίδωμι ἐγώ εἰς ὑμεῖς πληρόω ὁ λόγος ὁ θεός ὁ μυστήριον ὁ ἀποκρύπτω ἀπό ὁ αἰών καί ἀπό ὁ γενεῶν,— ⸀νῦν δέ φανερόω ὁ ἅγιος αὐτός ὅς ἐθέλω ὁ θεός γνωρίζω τίς ὁ πλοῦτος ὁ δόξα ὁ μυστήριον"
Col,11,οὗτος ἐν ὁ ἔθνος ⸀ὅς εἰμί χριστός ἐν σύ ὁ ἐλπίς ὁ δόξα · ὅς ἡμεῖς καταγγέλλω νουθετέω πᾶς ἄνθρωπος καί διδάσκω πᾶς ἄνθρωπος ἐν πᾶς σοφία ἵνα παρίστημι πᾶς ἄνθρωπος τέλειος ἐν ⸀Χριστός · εἰς ὅς καί κοπιάω ἀγωνίζομαι κατά ὁ ἐνέργεια αὐτός ὁ ἐνεργέω ἐν ἐγώ ἐν δύναμις
Col,12,ἐθέλω γάρ ὑμεῖς οἶδα ἡλίκος ἀγών ἔχω ⸀ὑπέρ ὑμεῖς καί ὁ ἐν Λαοδικεία καί ὅσος οὐ ὁράω ὁ πρόσωπον ἐγώ ἐν σάρξ ἵνα παρακαλέω ὁ καρδία αὐτός ⸀συμβιβάζω ἐν ἀγάπη καί εἰς ⸂πᾶς πλοῦτος⸃ ὁ πληροφορία ὁ σύνεσις εἰς ἐπίγνωσις ὁ μυστήριον ὁ ⸀θεός χριστός ἐν ὅς εἰμί πᾶς ὁ
Col,13,θησαυρός ὁ σοφία ⸀καί γνῶσις ἀπόκρυφος οὗ⸀τος λέγω ἵνα ⸀μηδείς ὑμεῖς παραλογίζομαι ἐν πιθανολογία εἰ γάρ καί ὁ σάρξ ἄπειμι ἀλλά ὁ πνεῦμα σύν ὑμεῖς εἰμί χαίρω καί βλέπω ὑμεῖς ὁ τάξις καί ὁ στερέωμα ὁ εἰς χριστός πίστις ὑμεῖς ὡς οὖν παραλαμβάνω ὁ χριστός ἰησοῦς ὁ κύριος ἐν αὐτός
Col,14,περιπατέω ῥιζόω καί ἐποικοδομέω ἐν αὐτός καί ⸀βεβαιόω ὁ πίστις καθώς διδάσκω ⸀περισσεύω ἐν εὐχαριστία βλέπω μή τις ὑμεῖς εἰμί ὁ συλαγωγέω διά ὁ φιλοσοφία καί κενός ἀπάτη κατά ὁ παράδοσις ὁ ἄνθρωπος κατά ὁ στοιχεῖον ὁ κόσμος καί οὐ κατά χριστός · ὅτι ἐν αὐτός κατοικέω πᾶς ὁ πλήρωμα
Col,15,ὁ θεότης σωματικῶς καί εἰμί ἐν αὐτός πληρόω ὅς εἰμί ὁ κεφαλή πᾶς ἀρχή καί ἐξουσία ἐν ὅς καί περιτέμνω περιτομή ἀχειροποίητος ἐν ὁ ἀπέκδυσις ὁ ⸀σώματος ὁ σάρξ ἐν ὁ περιτομή ὁ χριστός συνθάπτω αὐτός ἐν ὁ ⸀βαπτισμός ἐν ὅς καί συνεγείρω διά ὁ πίστις ὁ ἐνέργεια ὁ θεός
Col,16,ὁ ἐγείρω αὐτός ⸀ἐκ νεκρός · καί ὑμεῖς νεκρός εἰμί ⸀ἐν ὁ παράπτωμα καί ὁ ἀκροβυστία ὁ σάρξ ὑμεῖς συζωοποιέω ὑμεῖς σύν αὐτός · χαρίζομαι ἐγώ πᾶς ὁ παράπτωμα ἐξαλείφω ὁ κατά ἡμεῖς χειρόγραφον ὁ δόγμα ὅς εἰμί ὑπεναντίος ἐγώ καί αὐτός ἀείρω ἐκ ὁ μέσος προσηλόω αὐτός ὁ σταυρός
Col,17,· ἀπεκδύομαι ὁ ἀρχή καί ὁ ἐξουσία δειγματίζω ἐν παρρησία θριαμβεύω αὐτός ἐν αὐτός μή οὖν τις ὑμεῖς κρίνω ἐν βρῶσις ⸀ἢ ἐν πόσις ἤ ἐν μέρος ἑορτή ἤ νεομηνία ἤ σάββατον ὅς εἰμί σκιά ὁ μέλλω ὁ δέ σῶμα ⸀τοῦ χριστός μηδείς ὑμεῖς καταβραβεύω ἐθέλω ἐν ταπεινοφροσύνη καί θρησκεία
Col,18,ὁ ἄγγελος ⸀ἃ ὁράω ἐμβατεύω εἰκῇ φυσιόω ὑπό ὁ νόος ὁ σάρξ αὐτός καί οὐ κρατέω ὁ κεφαλή ἐκ ὅς πᾶς ὁ σῶμα διά ὁ ἁφή καί σύνδεσμος ἐπιχορηγέω καί συμβιβάζω αὐξάνω ὁ αὔξησις ὁ θεός εἰ ἀποθνῄσκω σύν χριστός ἀπό ὁ στοιχεῖον ὁ κόσμος τίς ὡς ζῶ ἐν κόσμος
Col,19,δογματίζω · μή ἅπτω μηδέ γεύομαι μηδέ θιγγάνω ὅς εἰμί πᾶς εἰς φθορά ὁ ἀπόχρησις κατά ὁ ἔνταλμα καί διδασκαλία ὁ ἄνθρωπος ὅστις εἰμί λόγος μέν ἔχω σοφία ἐν ἐθελοθρησκία καί ταπεινοφροσύνη καί ἀφειδία σῶμα οὐ ἐν τιμή τις πρός πλησμονή ὁ σάρξ εἰ οὖν συνεγείρω ὁ χριστός ὁ ἄνω
Col,20,ζητέω ὅς ὁ χριστός εἰμί ἐν δεξιός ὁ θεός κάθημαι · ὁ ἄνω φρονέω μή ὁ ἐπί ὁ γῆ ἀποθνῄσκω γάρ καί ὁ ζωή ὑμεῖς κρύπτω σύν ὁ χριστός ἐν ὁ θεός · ὅταν ὁ χριστός φανερόω ὁ ζωή ⸀ὑμεῖς τότε καί ὑμεῖς σύν αὐτός φανερόω ἐν δόξα νεκρόω οὖν
Col,21,ὁ ⸀μέλος ὁ ἐπί ὁ γῆ πορνεία ἀκαθαρσία πάθος ἐπιθυμία κακός καί ὁ πλεονεξία ὅστις εἰμί εἰδωλολατρία διὰ ὅς ἔρχομαι ὁ ὀργή ὁ θεός ⸂ἐπί ὁ υἱός ὁ ἀπειθείας⸃ · ἐν ὅς καί ὑμεῖς περιπατέω ποτε ὅτε ζῶ ἐν οὗ⸀τος · νυνί δέ ἀποτίθημι καί ὑμεῖς ὁ πᾶς ὀργή θυμός
Col,22,κακία βλασφημία αἰσχρολογία ἐκ ὁ στόμα ὑμεῖς · μή ψεύδομαι εἰς ἀλλήλων · ἀπεκδύομαι ὁ παλαιός ἄνθρωπος σύν ὁ πρᾶξις αὐτός καί ἐνδύω ὁ νέος ὁ ἀνακαινόω εἰς ἐπίγνωσις κατά εἰκών ὁ κτίζω αὐτός ὅπου οὐ ἔνι ἕλλην καί ἰουδαῖος περιτομή καί ἀκροβυστία βάρβαρος σκύθης δοῦλος ἐλεύθερος ἀλλά ⸀τά πᾶς
Col,23,καί ἐν πᾶς χριστός ἐνδύω οὖν ὡς ἐκλεκτός ὁ θεός ἅγιος καί ἀγαπάω σπλάγχνον οἰκτιρμός χρηστότης ταπεινοφροσύνη πραΰτης μακροθυμία ἀνέχω ἀλλήλων καί χαρίζομαι ἑαυτοῦ ἐάν τις πρός τις ἔχω μομφή · καθώς καί ὁ ⸀κύριος χαρίζω σύ οὕτω(ς) καί σύ · ἐπί πᾶς δέ οὗτος ὁ ἀγάπη ⸀ὅς εἰμί σύνδεσμος
Col,24,ὁ τελειότης καί ὁ εἰρήνη ὁ ⸀Χριστός βραβεύω ἐν ὁ καρδία ὑμεῖς εἰς ὅς καί καλέω ἐν εἷς σῶμα · καί εὐχάριστος γίγνομαι ὁ λόγος ὁ χριστός ἐνοικέω ἐν σύ πλουσίως ἐν πᾶς σοφία · διδάσκω καί νουθετέω ἑαυτοῦ ⸀ψαλμός ⸀ὕμνος ᾠδή πνευματικός ⸀ἐν χάρις ἀείδω ἐν ⸂ταῖς καρδίαις⸃ ὑμεῖς
Col,25,ὁ ⸀θεός · καί πᾶς ⸂ὅς τι⸃ς ⸀ἐάν ποιέω ἐν λόγος ἤ ἐν ἔργον πᾶς ἐν ὄνομα κύριος ἰησοῦς εὐχαριστέω ὁ ⸀θεός πατήρ διὰ αὐτός ὁ γυνή ὑποτάσσω ⸀τοῖς ἀνήρ ὡς ἀνήκω ἐν κύριος ὁ ἀνήρ ἀγαπάω ὁ γυνή καί μή πικραίνω πρός αὐτός ὁ τέκνον ὑπακούω ὁ γονεύς κατά
Col,26,πᾶς οὗτος γάρ ⸂εὐάρεστος ἐστιν⸃ ἐν κύριος ὁ πατήρ μή ἐρεθίζω ὁ τέκνον ὑμεῖς ἵνα μή ἀθυμέω ὁ δοῦλος ὑπακούω κατά πᾶς ὁ κατά σάρξ κύριος μή ἐν ⸀ὀφθαλμοδουλία ὡς ἀνθρωπάρεσκος άλλὰ ἐν ἁπλότης καρδία φοβέω ὁ ⸀κύριος ⸀ὃ ἄν ποιέω ἐκ ψυχή ἐργάζομαι ὡς ὁ κύριος καί οὐ ἄνθρωπος
Col,27,οἶδα ὅτι ἀπό κύριος ⸀ἀπολαμβάνω ὁ ἀνταπόδοσις ὁ κληρονομία · ⸀τῷ κύριος χριστός δουλεύω · ὁ ⸀γάρ ἀδικέω κομίζω ὅς ἀδικέω καί οὐ εἰμί προσωπολημψία ὁ κύριος ὁ δίκαιος καί ὁ ἰσότης ὁ δοῦλος παρέχω οἶδα ὅτι καί ὑμεῖς ἔχω κύριος ἐν ⸀οὐρανός ὁ προσευχή προσκαρτερέω γρηγορέω ἐν αὐτός ἐν
Col,28,εὐχαριστία προσεύχομαι ἅμα καί περί ἐγώ ἵνα ὁ θεός ἀνοίγνυμι ἐγώ θύρα ὁ λόγος λαλέω ὁ μυστήριον ὁ χριστός διὰ ὅς καί δέω ἵνα φανερόω αὐτός ὡς δεῖ ἐγώ λαλέω ἐν σοφία περιπατέω πρός ὁ ἔξω ὁ καιρός ἐξαγοράζω ὁ λόγος ὑμεῖς πάντοτε ἐν χάρις ἅλας ἀρτύω οἶδα πῶς δεῖ
Col,29,ὑμεῖς εἷς ἕκαστος ἀποκρίνω ὁ κατά ἐγώ πᾶς γνωρίζω σύ τυχικός ὁ ἀγαπητός ἀδελφός καί πιστός διάκονος καί σύνδουλος ἐν κύριος ὅς πέμπω πρός ὑμεῖς εἰς αὐτός οὗτος ἵνα γι⸀γνώσκω ὁ περί ⸀ἡμεῖς καί παρακαλέω ὁ καρδία ὑμεῖς σύν ὀνήσιμος ὁ πιστός καί ἀγαπητός ἀδελφός ὅς εἰμί ἐκ ὑμεῖς ·
Col,30,πᾶς ὑμεῖς γνωρίζω ὁ ὧδε ἀσπάζομαι ὑμεῖς ἀρίσταρχος ὁ συναιχμάλωτος ἐγώ καί μᾶρκος ὁ ἀνεψιός βαρναβᾶς περί ὅς λαμβάνω ἐντολή ἐάν ἔρχομαι πρός ὑμεῖς δέχομαι αὐτός καί ἰησοῦς ὁ λέγω ἰοῦστος ὁ εἰμί ἐκ περιτομή οὗτος μόνος συνεργός εἰς ὁ βασιλεία ὁ θεός ὅστις γίγνομαι ἐγώ παρηγορία ἀσπάζομαι ὑμεῖς ἐπαφρᾶς
Col,31,ὁ ἐκ ὑμεῖς δοῦλος ⸀Χριστός πάντοτε ἀγωνίζομαι ὑπέρ ὑμεῖς ἐν ὁ προσευχή ἵνα ἵ⸀στημι τέλειος καί ⸀πεπληροφορημένοι ἐν πᾶς θέλημα ὁ θεός μαρτυρέω γάρ αὐτός ὅτι ἔχω ⸂πολύς πόνον⸃ ὑπέρ ὑμεῖς καί ὁ ἐν Λαοδικεία καί ὁ ἐν ἱεράπολις ἀσπάζομαι σύ λουκᾶς ὁ ἰατρός ὁ ἀγαπητός καί δημᾶς ἀσπάζομαι ὁ
Col,32,ἐν Λαοδικεία ἀδελφός καί ⸂Νύμφαν καί ὁ κατά οἶκος αὐτῆς⸃ ἐκκλησία καί ὅταν ἀναγιγνώσκω παρά σύ ὁ ἐπιστολή ποιέω ἵνα καί ἐν ὁ ⸀Λαοδικεύς ἐκκλησία ἀναγιγνώσκω καί ὁ ἐκ Λαοδικεία ἵνα καί ὑμεῖς ἀναγιγνώσκω καί λέγω ἄρχιππος · βλέπω ὁ διακονία ὅς παραλαμβάνω ἐν κύριος ἵνα αὐτός πληρόω ὁ ἀσπασμός
Col,33,ὁ ἐμός χείρ παῦλος μνημονεύω ἐγώ ὁ δεσμός ὁ χάρις μετά ⸀ὑμεῖς
1Co,1,"παῦλος κλητός ἀπόστολος ⸂Χριστός Ἰησοῦ⸃ς διά θέλημα θεός καί σωσθένης ὁ ἀδελφός ὁ ἐκκλησία ὁ θεός ⸂ἡγιασμένοις ἐν χριστός ἰησοῦς ὁ εἰμί ἐν Κορίνθῳ,⸃ κλητός ἅγιος σύν πᾶς ὁ ἐπικαλέω ὁ ὄνομα ὁ κύριος ἡμεῖς ἰησοῦς χριστός ἐν πᾶς τόπος ⸀αὐτός καί ἡμεῖς · χάρις ὑμεῖς καί εἰρήνη ἀπό θεός"
1Co,2,πατήρ ἡμεῖς καί κύριος ἰησοῦς χριστός εὐχαριστέω ὁ θεός ⸀μου πάντοτε περί ὑμεῖς ἐπί ὁ χάρις ὁ θεός ὁ δίδωμι ὑμεῖς ἐν χριστός ἰησοῦς ὅτι ἐν πᾶς πλουτίζω ἐν αὐτός ἐν πᾶς λόγος καί πᾶς γνῶσις καθώς ὁ μαρτύριον ὁ χριστός βεβαιόω ἐν ὑμεῖς ὥστε ὑμεῖς μή ὑστερέω ἐν μηδείς
1Co,3,χάρισμα ἀπεκδέχομαι ὁ ἀποκάλυψις ὁ κύριος ἡμεῖς ἰησοῦς χριστός · ὅς καί βεβαιόω ὑμεῖς ἕως τέλος ἀνέγκλητος ἐν ὁ ἡμέρα ὁ κύριος ἡμεῖς ἰησοῦς χριστός πιστός ὁ θεός διὰ ὅς καλέω εἰς κοινωνία ὁ υἱός αὐτός ἰησοῦς χριστός ὁ κύριος ἡμεῖς παρακαλέω δέ ὑμεῖς ἀδελφός διά ὁ ὄνομα ὁ κύριος
1Co,4,ἡμεῖς ἰησοῦς χριστός ἵνα ὁ αὐτός λέγω πᾶς καί μή εἰμί ἐν ὑμεῖς σχίσμα εἰμί δέ καταρτίζω ἐν ὁ αὐτός νόος καί ἐν ὁ αὐτός γνώμη δηλόω γάρ ἐγώ περί ὑμεῖς ἀδελφός ἐγώ ὑπό ὁ χλόη ὅτι ἔρις ἐν σύ εἰμί λέγω δέ οὗτος ὅτι ἕκαστος ὑμεῖς λέγω · ἐγώ
1Co,5,μέν εἰμί παῦλος ἐγώ δέ ἀπολλῶς ἐγώ δέ κηφᾶς ἐγώ δέ χριστός μερίζω ὁ χριστός μή παῦλος σταυρόω ὑπέρ ὑμεῖς ἤ εἰς ὁ ὄνομα παῦλος βαπτίζω ⸀εὐχαριστέω ὅτι οὐδείς ὑμεῖς βαπτίζω εἰ μή κρίσπος καί γάϊος ἵνα μή τις εἶπον ὅτι εἰς ὁ ἐμός ὄνομα ⸀ἐβαπτίσθητε · βαπτίζω δέ καί
1Co,6,ὁ στεφανᾶς οἶκος · λοιπός οὐ οἶδα εἰ τις ἄλλος βαπτίζω οὐ γάρ ἀποστέλλω ἐγώ χριστός βαπτίζω ἀλλά εὐαγγελίζω οὐ ἐν σοφία λόγος ἵνα μή κενόω ὁ σταυρός ὁ χριστός ὁ λόγος γάρ ὁ ὁ σταυρός ὁ μέν ἀπόλλυμι μωρία εἰμί ὁ δέ σῴζω ἐγώ δύναμις θεός εἰμί γράφω γάρ
